product_name,generated_description,latency_ms,input_tokens,output_tokens,cost_usd,candidate_a_description,candidate_b_description,selector_choice,selector_raw
The North Face ThermoBall Eco Jacket,"Stay warm and sustainable with The North Face ThermoBall Eco Jacket. This compact, eco-friendly jacket features synthetic ThermoBall insulation that traps warmth without the weight. A DWR finish repels water and stains, while the 100% recycled nylon material ensures a reduced environmental footprint. With a lifetime warranty, you can trust this jacket to keep up with your active lifestyle.",10247.4,2101,148,7.994e-05,"Stay warm and sustainable with The North Face ThermoBall Eco Jacket. This compact, eco-friendly jacket features synthetic ThermoBall insulation that traps warmth without the weight. A DWR finish repels water and stains, while the 100% recycled nylon material ensures a reduced environmental footprint. With a lifetime warranty, you can trust this jacket to keep up with your active lifestyle.","Stay warm and eco-conscious with The North Face ThermoBall Eco Jacket. This compact, synthetic insulated jacket features ThermoBall insulation for reliable warmth and a durable DWR finish to repel water and stains. Crafted from 100% recycled nylon, the jacket combines functionality with sustainability. The North Face covers every detail with a lifetime warranty.",A,A
Patagonia Black Hole 32 L Backpack,"The Patagonia Black Hole 32 L Backpack is a reliable companion for your outdoor adventures. With a weather-resistant design and a large capacity, it's perfect for extended trips or daily commutes. The backpack features a laptop sleeve and padded straps for comfort and protection. Crafted from 100% recycled polyester ripstop, it's a sustainable choice for the modern explorer. And, with a lifetime warranty, you can trust it to keep up with you for years to come.",9716.6,2152,180,8.616e-05,"The Patagonia Black Hole 32 L Backpack is a large, weather-resistant pack designed to keep your gear dry in any conditions. The laptop sleeve provides dedicated protection for your device, while padded straps ensure a comfortable carry. Constructed from 100% recycled polyester ripstop, this backpack is built to last. And with a lifetime warranty, you can trust it to keep up with your adventures.","The Patagonia Black Hole 32 L Backpack is a reliable companion for your outdoor adventures. With a weather-resistant design and a large capacity, it's perfect for extended trips or daily commutes. The backpack features a laptop sleeve and padded straps for comfort and protection. Crafted from 100% recycled polyester ripstop, it's a sustainable choice for the modern explorer. And, with a lifetime warranty, you can trust it to keep up with you for years to come.",B,B
Osprey Farpoint 40,"Travel with ease and efficiency in the Osprey Farpoint 40. This versatile backpack features a stowaway harness for streamlined travel, a dedicated laptop sleeve for protection, and a carry-on size that fits most airline requirements. Crafted from 450D recycled nylon, the Farpoint 40 is built to last. With a lifetime warranty, you can trust Osprey to stand behind their product's durability and performance.",8053.2,2130,169,8.394e-05,"Travel with ease and efficiency using the Osprey Farpoint 40. This carry-on size pack features a stowaway harness for easy on and off, a dedicated laptop sleeve for protection, and a design that's optimized for energy efficiency. Made from durable 450D recycled nylon, the Farpoint 40 is built to last, and Osprey backs it with a lifetime warranty.","Travel with ease and efficiency in the Osprey Farpoint 40. This versatile backpack features a stowaway harness for streamlined travel, a dedicated laptop sleeve for protection, and a carry-on size that fits most airline requirements. Crafted from 450D recycled nylon, the Farpoint 40 is built to last. With a lifetime warranty, you can trust Osprey to stand behind their product's durability and performance.",B,B
LEGO Star Wars Millennium Falcon 75192,"Build the ultimate Star Wars experience with the LEGO Star Wars Millennium Falcon 75192. This massive model features 7,541 intricate pieces that bring the iconic spaceship to life. The detailed interior is a marvel, complete with intricate designs and a treasure trove of hidden details. A wealth of minifigures are included to add to the play value. Constructed from high-quality ABS plastic bricks, this model is built to last, and LEGO stands behind it with a lifetime replacement of missing bricks.",5884.8,2187,203,9.072e-05,"Build the ultimate Star Wars experience with the LEGO Star Wars Millennium Falcon 75192. This iconic spaceship comes with 7,541 intricate pieces, allowing you to recreate every detail of the beloved vessel. The interior is just as impressive, with a wealth of hidden features and details waiting to be discovered. The set includes a range of minifigures, and is crafted from high-quality ABS plastic bricks. With a lifetime replacement warranty for missing bricks, you can focus on building, not replacing.","Build the ultimate Star Wars experience with the LEGO Star Wars Millennium Falcon 75192. This massive model features 7,541 intricate pieces that bring the iconic spaceship to life. The detailed interior is a marvel, complete with intricate designs and a treasure trove of hidden details. A wealth of minifigures are included to add to the play value. Constructed from high-quality ABS plastic bricks, this model is built to last, and LEGO stands behind it with a lifetime replacement of missing bricks.",B,B
LEGO Icons Botanical Orchid 10311,"Bring the beauty of nature indoors with the LEGO Icons Botanical Orchid 10311. This decorative set features 608 intricate pieces, including adjustable blooms that allow you to customize the look of your orchid. With multiple color options to choose from, you can match your orchid to any home decor. Crafted from high-quality ABS plastic bricks, this model is built to last. And with a lifetime replacement of missing bricks, you can enjoy your orchid worry-free.",7305.7,2169,198,8.926e-05,"Bring the beauty of nature indoors with the LEGO Icons Botanical Orchid 10311. This intricate, decorative set features 608 pieces, including adjustable blooms that allow you to customize the look of your orchid. With multiple color options to choose from, you can match your orchid to your unique style. Crafted from high-quality ABS plastic bricks, this set is built to last. And, with a lifetime warranty on missing bricks, you can enjoy your orchid with peace of mind.","Bring the beauty of nature indoors with the LEGO Icons Botanical Orchid 10311. This decorative set features 608 intricate pieces, including adjustable blooms that allow you to customize the look of your orchid. With multiple color options to choose from, you can match your orchid to any home decor. Crafted from high-quality ABS plastic bricks, this model is built to last. And with a lifetime replacement of missing bricks, you can enjoy your orchid worry-free.",B,B
Kindle Paperwhite 11th Gen,"Get lost in a good book with the Kindle Paperwhite 11th Gen. Its 6.8″ glare-free display reads like paper, even in bright sunlight. With a 10-week battery, you can enjoy your favorite stories without worrying about running out of power. The compact design slips easily into a bag or purse, and the device is crafted from recycled plastic. Plus, it's backed by a 1-year limited warranty.",8031.8,2169,186,8.742e-05,"Get lost in a good book with the Kindle Paperwhite 11th Gen. This compact e-reader boasts a 6.8″ glare-free display that makes reading a pleasure, wherever you are. With a battery that lasts up to 10 weeks, you can enjoy your favorite stories without worrying about recharging. The device is crafted from recycled plastic and features a convenient USB-C port for easy charging. Plus, it's backed by a 1-year limited warranty.","Get lost in a good book with the Kindle Paperwhite 11th Gen. Its 6.8″ glare-free display reads like paper, even in bright sunlight. With a 10-week battery, you can enjoy your favorite stories without worrying about running out of power. The compact design slips easily into a bag or purse, and the device is crafted from recycled plastic. Plus, it's backed by a 1-year limited warranty.",B,B
Kobo Libra 2,"Experience the joy of reading with the Kobo Libra 2, featuring a 7″ E Ink Carta display that brings words to life. This lightweight e-reader pairs perfectly with Bluetooth audiobooks, allowing you to switch seamlessly between reading and listening. The IPX8 waterproof design means you can enjoy your library by the pool or at the beach without worry. A durable plastic chassis houses the technology, and Kobo stands behind it with a 1-year limited warranty.",9008.1,2185,209,9.056e-05,"Discover a reading experience that's as comfortable as it is convenient with the Kobo Libra 2. This e-reader boasts a 7″ E Ink Carta display, perfect for reading in any light, and pairs seamlessly with Bluetooth audiobooks for a multi-sensory experience. The waterproof IPX8 rating means you can enjoy your books without worrying about accidents. Weighing in at a light, the Kobo Libra 2 is designed for long reading sessions, and it's backed by a 1-year limited warranty.","Experience the joy of reading with the Kobo Libra 2, featuring a 7″ E Ink Carta display that brings words to life. This lightweight e-reader pairs perfectly with Bluetooth audiobooks, allowing you to switch seamlessly between reading and listening. The IPX8 waterproof design means you can enjoy your library by the pool or at the beach without worry. A durable plastic chassis houses the technology, and Kobo stands behind it with a 1-year limited warranty.",B,B
Anker Soundcore Motion+ Speaker,"Experience powerful sound on the go with the Anker Soundcore Motion+ Speaker. This portable speaker delivers 30W of audio and supports Hi-Res audio for a rich listening experience. With an IPX7 waterproof design, you can take it to the beach or pool without worry. The aluminum grille adds a touch of durability, and Anker's 18-month warranty provides peace of mind for your investment.",3055.7,2131,168,8.366e-05,"Experience powerful sound on-the-go with the Anker Soundcore Motion+ Speaker. This compact speaker delivers 30W of audio and supports Hi-Res playback for crystal-clear sound. With an IPX7 waterproof rating, you can take it to the beach or pool without worry. The aluminum grille adds a touch of premium feel, and Anker backs it with an 18-month warranty for peace of mind.","Experience powerful sound on the go with the Anker Soundcore Motion+ Speaker. This portable speaker delivers 30W of audio and supports Hi-Res audio for a rich listening experience. With an IPX7 waterproof design, you can take it to the beach or pool without worry. The aluminum grille adds a touch of durability, and Anker's 18-month warranty provides peace of mind for your investment.",B,B
Sonos Move 2,"Experience the freedom to move with the Sonos Move 2. This portable speaker seamlessly connects to your home WiFi or Bluetooth network, and its 24-hour battery life keeps the music going all day. Automatic Trueplay tuning ensures a rich, immersive sound wherever you place it. The shock-resistant shell protects the Move 2 from bumps and drops, and Sonos backs each one with a 1-year limited warranty.",3657.7,2149,169,8.44e-05,"Experience the freedom to move with the Sonos Move 2. This portable speaker seamlessly connects to your home WiFi or Bluetooth network, and its 24-hour battery life keeps the music going all day. Automatic Trueplay tuning ensures a rich, immersive sound wherever you place it. The shock-resistant shell protects the Move 2 from bumps and drops, and Sonos backs each one with a 1-year limited warranty.","Experience music freedom with the Sonos Move 2. This portable speaker combines seamless WiFi and Bluetooth connectivity with a 24-hour battery life, ensuring you can stream your favorite tunes wherever you are. Sonos' automatic Trueplay technology optimizes sound for any environment. The shock-resistant shell protects the Move 2 from bumps and drops. Enjoy a top-rated speaker, backed by a 1-year limited warranty.",A,A
Philips Hue White & Color Ambiance Starter Kit,"Experience the full spectrum of color with the Philips Hue White & Color Ambiance Starter Kit. This limited-edition kit allows you to control 16 million colors with ease, thanks to its Bluetooth and Zigbee connectivity. Voice control makes it simple to adjust the lighting to suit your mood. The bulbs themselves are crafted from plastic, and each kit comes with a 2-year limited warranty for added peace of mind.",7741.1,2147,181,8.572e-05,"Transform your space with the Philips Hue White & Color Ambiance Starter Kit. This starter kit lets you create a world of 16 million colors, all controlled through Bluetooth and Zigbee connectivity. Plus, enjoy seamless voice control for effortless adjustments. The limited edition kit is a unique addition to any room, and Philips Hue's plastic bulbs are designed to bring your vision to life. With a 2-year limited warranty, you can trust this kit to shine for years to come.","Experience the full spectrum of color with the Philips Hue White & Color Ambiance Starter Kit. This limited-edition kit allows you to control 16 million colors with ease, thanks to its Bluetooth and Zigbee connectivity. Voice control makes it simple to adjust the lighting to suit your mood. The bulbs themselves are crafted from plastic, and each kit comes with a 2-year limited warranty for added peace of mind.",B,B
TP‑Link Deco XE75 Mesh WiFi 6E,"Description:
Stay connected throughout your home with the TP-Link Deco XE75 Mesh WiFi 6E. This tri-band AXE5400 system provides a strong signal across 7,200 square feet, thanks to its three-pack design. A long-lasting battery ensures reliable performance, and each unit is crafted from durable plastic. With a 2-year limited warranty, you can trust this system to keep your devices online for years to come.",4782.8,2205,182,8.934e-05,"Experience seamless WiFi coverage with the TP-Link Deco XE75 Mesh WiFi 6E. This tri-band AXE5400 system is designed to provide fast and reliable connections across your home, covering up to 7,200 sq ft with a 3-pack setup. Long-lasting batteries power the system, ensuring continuous coverage. The Deco XE75 is crafted from durable plastic and backed by a 2-year limited warranty.","Description:
Stay connected throughout your home with the TP-Link Deco XE75 Mesh WiFi 6E. This tri-band AXE5400 system provides a strong signal across 7,200 square feet, thanks to its three-pack design. A long-lasting battery ensures reliable performance, and each unit is crafted from durable plastic. With a 2-year limited warranty, you can trust this system to keep your devices online for years to come.",B,B
Eufy Video Doorbell Dual,"The Eufy Video Doorbell Dual offers a unique dual-camera setup for a wider field of view, paired with 2K resolution for crisp video. This feature-rich doorbell also includes package detection, alerting you to potential deliveries. The long-lasting battery ensures uninterrupted monitoring without the need for frequent recharging. The compact plastic housing keeps the design sleek and discreet. With a 1-year limited warranty, you can trust Eufy to support your smart home security needs.",9716.9,2154,198,8.776e-05,"Description:
Stay safe and secure with the Eufy Video Doorbell Dual, featuring a dual camera setup that provides a clear 2K resolution view of your front porch. Package detection is built in, alerting you to any unexpected deliveries. The long-lasting battery ensures you don't have to worry about recharging, and the plastic housing keeps the device protected from the elements. With a 1-year limited warranty, you can trust Eufy to support your smart home security needs.","The Eufy Video Doorbell Dual offers a unique dual-camera setup for a wider field of view, paired with 2K resolution for crisp video. This feature-rich doorbell also includes package detection, alerting you to potential deliveries. The long-lasting battery ensures uninterrupted monitoring without the need for frequent recharging. The compact plastic housing keeps the design sleek and discreet. With a 1-year limited warranty, you can trust Eufy to support your smart home security needs.",B,B
Blink Outdoor 4,"The Blink Outdoor 4 is a weather-resistant, 1080p HD camera designed to capture clear footage in any condition. Its 2-year battery life means you can rely on it to keep an eye on your home or business without needing frequent replacements. Crafted from durable plastic, this limited edition camera is built to withstand the elements. Plus, Blink backs it with a 1-year limited warranty for added peace of mind.",9258.7,2129,170,8.374e-05,"The Blink Outdoor 4 is a weather-resistant, 1080p HD camera designed to capture clear footage in any condition. Its 2-year battery life means you can rely on it to keep an eye on your home or business without needing frequent replacements. Crafted from durable plastic, this limited edition camera is built to withstand the elements. Plus, Blink backs it with a 1-year limited warranty for added peace of mind.","The Blink Outdoor 4 is a weather-resistant security camera that captures crisp 1080p HD footage. Its 2-year battery life ensures you can rely on it to keep watch without frequent recharging. This limited edition model is built to withstand the elements, and its plastic construction is designed to be durable. With a 1-year limited warranty, you can count on Blink to back its products.",A,A
Corsair K100 RGB Keyboard,"The Corsair K100 RGB Keyboard is a high-performance keyboard designed for gamers and typists alike. Its large capacity and aluminum frame provide a sturdy base for the Cherry MX Speed switches, which deliver fast and precise actuation. With 4000 Hz polling, you can expect smooth and responsive key registration. The keyboard's brushed aluminum construction adds a touch of premium feel, and Corsair backs it with a 2-year warranty.",8223.9,2133,167,8.396e-05,"The Corsair K100 RGB Keyboard is a high-performance keyboard designed for gamers and typists alike. Its large capacity and aluminum frame provide a sturdy base for the Cherry MX Speed switches, which deliver fast and precise actuation. With 4000 Hz polling, you can expect smooth and responsive key registration. The keyboard's brushed aluminum construction adds a touch of premium feel, and Corsair backs it with a 2-year warranty.","Elevate your gaming experience with the Corsair K100 RGB Keyboard. Its Cherry MX Speed switches deliver fast and precise actuation, while the 4000 Hz polling rate ensures seamless keyboard communication. The keyboard's large capacity and brushed aluminum frame provide a sturdy and premium feel. With a 2-year warranty, you can trust this keyboard to keep up with your competitive gaming needs.",A,A
Logitech MX Master 3S,"Experience the precision of the Logitech MX Master 3S, designed for high-performance tasks. Its 8K DPI sensor tracks every movement with accuracy, while the MagSpeed scroll lets you fly through documents and web pages. With seamless connectivity via Bolt and Bluetooth, you can work efficiently across multiple devices. Available in multiple color options, this ergonomic mouse is crafted from durable plastic. Backed by a 1-year limited warranty, it's built to keep up with your demanding workflow.",8364.2,2140,180,8.512e-05,"Elevate your productivity with the Logitech MX Master 3S. This advanced mouse boasts an 8K DPI sensor for precise navigation and a MagSpeed scroll wheel for effortless browsing. Plus, it connects seamlessly via Bolt and Bluetooth for a reliable workflow. Available in multiple color options, the MX Master 3S is crafted from durable plastic and backed by a 1-year limited warranty.","Experience the precision of the Logitech MX Master 3S, designed for high-performance tasks. Its 8K DPI sensor tracks every movement with accuracy, while the MagSpeed scroll lets you fly through documents and web pages. With seamless connectivity via Bolt and Bluetooth, you can work efficiently across multiple devices. Available in multiple color options, this ergonomic mouse is crafted from durable plastic. Backed by a 1-year limited warranty, it's built to keep up with your demanding workflow.",B,B
Razer DeathAdder V3 Pro,"Elevate your gaming experience with the Razer DeathAdder V3 Pro, a precision mouse designed for swift and accurate movements. This ultralight 63g mouse glides smoothly across surfaces, thanks to its ergonomic design. The 30K DPI Focus Pro sensor delivers high-speed tracking, and a long-lasting battery ensures uninterrupted gameplay. Razer's 2-year warranty provides peace of mind for your investment in gaming performance.",7519.8,2157,182,8.646e-05,"Elevate your gaming experience with the Razer DeathAdder V3 Pro, a precision mouse that weighs in at just 63 grams. The 30K DPI Focus Pro sensor delivers exceptional accuracy, while the long-lasting battery keeps you gaming for hours on end. Crafted from durable plastic, this mouse is built to withstand the demands of competitive play. Razer backs it with a 2-year warranty, so you can focus on your game.","Elevate your gaming experience with the Razer DeathAdder V3 Pro, a precision mouse designed for swift and accurate movements. This ultralight 63g mouse glides smoothly across surfaces, thanks to its ergonomic design. The 30K DPI Focus Pro sensor delivers high-speed tracking, and a long-lasting battery ensures uninterrupted gameplay. Razer's 2-year warranty provides peace of mind for your investment in gaming performance.",B,B
Samsung 980 Pro 2 TB NVMe SSD,"Unleash next-level performance with the Samsung 980 Pro 2 TB NVMe SSD. This high-speed drive is built for speed, leveraging PCIe 4.0 to deliver read speeds of up to 7,000 MB/s. A nickel coating adds durability, while the PCB and NAND flash construction ensure a robust build. With a 5-year limited warranty, you can trust this SSD to keep up with your demanding storage needs.",7920.6,2208,192,9.04e-05,"Experience lightning-fast storage with the Samsung 980 Pro 2 TB NVMe SSD. This high-performance drive leverages PCIe 4.0 to deliver read speeds of up to 7,000 MB/s, making it ideal for demanding applications. The nickel coating adds an extra layer of durability. Constructed with a robust PCB and NAND flash, this SSD is built to last. Backed by a 5-year limited warranty, you can trust it to keep up with your most intense computing needs.","Unleash next-level performance with the Samsung 980 Pro 2 TB NVMe SSD. This high-speed drive is built for speed, leveraging PCIe 4.0 to deliver read speeds of up to 7,000 MB/s. A nickel coating adds durability, while the PCB and NAND flash construction ensure a robust build. With a 5-year limited warranty, you can trust this SSD to keep up with your demanding storage needs.",B,B
Seagate Portable 5 TB HDD,"Description:
Stay organized and expand your storage with the Seagate Portable 5 TB HDD. This compact external drive connects via USB 3.0 for fast transfer speeds, and its 2.5″ form factor makes it easy to take on the go. With a plug-and-play design, you can simply plug it in and start accessing your files. Crafted from a durable plastic shell, it's built to last. And with a 1-year limited warranty, you can trust your data will be safe.",7423.4,2208,212,9.192e-05,"Description:
Store up to 5TB of files with the Seagate Portable 5TB HDD, a compact drive that connects via USB 3.0 for fast data transfer. Its 2.5"" form factor makes it easy to take on the go, and plug-and-play functionality gets you started right away. With a 4.7/5 rating from satisfied customers, this portable hard drive is a reliable choice, and its plastic shell provides a durable exterior that's protected by a 1-year limited warranty.","Description:
Stay organized and expand your storage with the Seagate Portable 5 TB HDD. This compact external drive connects via USB 3.0 for fast transfer speeds, and its 2.5″ form factor makes it easy to take on the go. With a plug-and-play design, you can simply plug it in and start accessing your files. Crafted from a durable plastic shell, it's built to last. And with a 1-year limited warranty, you can trust your data will be safe.",B,B
SanDisk Extreme PRO 128 GB SDXC,"Capture life's action-packed moments with the SanDisk Extreme PRO 128 GB SDXC. This rugged memory card delivers UHS-I U3 performance, allowing for rapid 200 MB/s read speeds. Whether you're shooting in the elements or submerged in water, the waterproof design ensures your footage remains secure. Crafted from durable plastic, it's built to withstand the demands of professional-grade equipment, and backed by a lifetime limited warranty.",7093.4,2158,176,8.62e-05,"Capture life's most epic moments with the SanDisk Extreme PRO 128 GB SDXC. This rugged memory card is built to withstand the elements, with a waterproof design that keeps your data safe. With UHS-I U3 speeds and 200 MB/s read rates, you can transfer files quickly and efficiently. The long-lasting design ensures your memories stay secure, and SanDisk backs it all up with a lifetime limited warranty.","Capture life's action-packed moments with the SanDisk Extreme PRO 128 GB SDXC. This rugged memory card delivers UHS-I U3 performance, allowing for rapid 200 MB/s read speeds. Whether you're shooting in the elements or submerged in water, the waterproof design ensures your footage remains secure. Crafted from durable plastic, it's built to withstand the demands of professional-grade equipment, and backed by a lifetime limited warranty.",B,B
Kingston Fury Beast 32 GB DDR5,"Upgrade your gaming PC with the Kingston Fury Beast 32 GB DDR5 RAM kit. This high-performance memory module boasts speeds of up to 6000 MT/s, ensuring seamless gameplay and fast data transfer. Plus, Intel XMP 3.0 support makes it easy to overclock and fine-tune your system. The low-profile heat spreader helps keep your system cool, and the aluminum construction provides a durable foundation. With a lifetime warranty, you can trust the Kingston Fury Beast to deliver reliable performance.",8102.9,2183,191,8.896e-05,"Upgrade your gaming PC with the Kingston Fury Beast 32 GB DDR5 RAM. This high-performance module operates at 6000 MT/s, ensuring seamless multitasking and fast loading times. Intel XMP 3.0 support allows for effortless overclocking, while the low-profile heat spreader keeps temperatures in check. Crafted with an aluminum heatspreader, this module is built to last, and backed by a lifetime warranty.","Upgrade your gaming PC with the Kingston Fury Beast 32 GB DDR5 RAM kit. This high-performance memory module boasts speeds of up to 6000 MT/s, ensuring seamless gameplay and fast data transfer. Plus, Intel XMP 3.0 support makes it easy to overclock and fine-tune your system. The low-profile heat spreader helps keep your system cool, and the aluminum construction provides a durable foundation. With a lifetime warranty, you can trust the Kingston Fury Beast to deliver reliable performance.",B,B
Acer Predator XB273U 27″ Monitor,"Immerse yourself in a world of high-performance gaming with the Acer Predator XB273U 27″ Monitor. This large, feature-packed display boasts a 2560×1440 resolution and a rapid 170 Hz refresh rate, paired with HDR400 for vivid color and contrast. The IPS panel ensures smooth visuals, and G-Sync compatibility helps eliminate screen tearing. The sturdy metal and plastic stand provides a solid foundation for your gaming sessions, all backed by a 3-year warranty.",4598.5,2208,188,9.096e-05,"Immerse yourself in the Acer Predator XB273U 27″ Monitor, a large display that delivers crisp visuals with its 2560×1440 resolution and 170 Hz refresh rate on an IPS panel. HDR400 enhances color accuracy, while G-Sync Compatible technology ensures smooth performance. The sturdy design features a metal and plastic stand, and Acer backs it with a 3-year warranty for long-term peace of mind.","Immerse yourself in a world of high-performance gaming with the Acer Predator XB273U 27″ Monitor. This large, feature-packed display boasts a 2560×1440 resolution and a rapid 170 Hz refresh rate, paired with HDR400 for vivid color and contrast. The IPS panel ensures smooth visuals, and G-Sync compatibility helps eliminate screen tearing. The sturdy metal and plastic stand provides a solid foundation for your gaming sessions, all backed by a 3-year warranty.",B,B
BenQ PD2725U 27″ Monitor,"Experience breathtaking color accuracy with the BenQ PD2725U 27″ Monitor, featuring a 4K UHD IPS display that covers 98% of the P3 color space. This stunning monitor is also equipped with Thunderbolt 3, allowing for fast data transfer and connectivity. Available in multiple color options, it's designed to fit seamlessly into any workspace. The durable metal stand ensures stability and longevity, and BenQ backs it all with a 3-year warranty.",6822.8,2184,190,8.9e-05,"Experience stunning color accuracy with the BenQ PD2725U 27″ Monitor. This 4K UHD IPS display boasts 98% P3 color gamut, ensuring vibrant and lifelike visuals. With Thunderbolt 3 connectivity, you can easily connect your devices and transfer data at high speeds. The monitor's metal stand provides a sturdy base, and BenQ backs it with a 3-year warranty for added peace of mind.","Experience breathtaking color accuracy with the BenQ PD2725U 27″ Monitor, featuring a 4K UHD IPS display that covers 98% of the P3 color space. This stunning monitor is also equipped with Thunderbolt 3, allowing for fast data transfer and connectivity. Available in multiple color options, it's designed to fit seamlessly into any workspace. The durable metal stand ensures stability and longevity, and BenQ backs it all with a 3-year warranty.",B,B
ASUS ProArt PA278QV Monitor,"The ASUS ProArt PA278QV Monitor delivers stunning color accuracy and detail on its 27″ 2560×1440 IPS display, covering 100% of the sRGB color gamut. Whether you're working with graphics or video, Calman Verified ensures precise color reproduction. The monitor's light weight makes it easy to position, and its metal stand provides a sturdy base. With a 3-year warranty, you can focus on your creative pursuits without worrying about your investment.",8506.4,2203,196,9.126e-05,"Elevate your creative workflow with the ASUS ProArt PA278QV Monitor. This 27″ IPS display boasts a crisp 2560×1440 resolution and 100% sRGB color accuracy, making it perfect for graphic designers and artists. Calman Verified ensures precise color representation. The monitor's light weight and sturdy metal stand make it easy to position and adjust. With a 3-year warranty, you can focus on creating without worrying about your investment.","The ASUS ProArt PA278QV Monitor delivers stunning color accuracy and detail on its 27″ 2560×1440 IPS display, covering 100% of the sRGB color gamut. Whether you're working with graphics or video, Calman Verified ensures precise color reproduction. The monitor's light weight makes it easy to position, and its metal stand provides a sturdy base. With a 3-year warranty, you can focus on your creative pursuits without worrying about your investment.",B,B
